category,content
1,台湾国防部披露解放军大规模海上部署威胁程度为近年之最 在台湾总统赖清德过境夏威夷引发外界关注中国可能以军演回应的背景下台湾国防部周二月日指出中国解放军于星期一动用数量惊人的各式船舰部署到台湾东部海域甚至远至西太平洋对台威胁程度超过近年来历次军演
2,特朗普效应显现中国月出口增幅腰斩进口跌幅扩大 中共政治局会议刚刚结束中国海关总署周二月日就公布了月份份国际贸易数据这项支撑中国经济的唯一亮点的数据令人大失所望上个月中国出口同比增幅只有比前一个月的数据几乎腰斩而进口数据的收缩幅度进一步扩大
1,美国当选总统唐纳德特朗普将于明年月日宣誓就职而对于身处美中战略角逐中心之一并因此而获得基础设施建设以及信贷融资好处的太平洋岛国而言它们一方面希望特朗普新政府继续聚焦这一地区但同时又担心美中竞争加剧恐导致在这一地区出现对抗 太平洋岛国担心特朗普重入白宫后美中竞争加剧导致地区对抗
4,绝望的叙利亚人在臭名昭著的赛德纳亚监狱搜寻失踪亲人 星期一月日在叙利亚反政府武装打开了令人生畏的赛德纳亚监狱大门后家属们在肮脏牢房中拼命搜寻长期被关押的亲属的踪迹但找到失踪亲人的希望开始渐渐破灭
1,根据联合国星期一月日发布的一份报告地球上许多土地正在旱化严重威胁植物和动物的生存能力各国正在努力应对这个问题 地球土地正在干涸各国试图在本周会谈中应对此问题
1,拜登面临为联邦死囚减刑的压力 在唐纳德特朗普重返白宫之前越来越多各方呼吁美国总统乔拜登为多名联邦死囚减刑
1,媒体大亨默多克试图更改家族信托失败 纽约时报星期一月日援引一份未公开的法庭文件报道鲁珀特默多克试图更改家族信托以巩固其儿子拉克兰默多克手中的媒体帝国控制权但该计划失败了
4,年失业问题继续困扰中国青年 美乐蒂谢音译本以为在这一年她将开启自己作为中国成年人的生活新篇章找到工作结婚最终生孩子但是在投出数百份简历以及两次考公务员失利后这位岁的大学毕业生仍然待业她别无选择只能搬回广州的父母家
4,少数民族武装团体声称占领缅甸西部主要边境 与缅甸军队交战的一个最强大的少数民族武装组织若开军声称占领了西部战略重镇孟都的最后一个军事前哨从而完全控制了这条与孟加拉国接壤的公里英里边境
1,分析人士指出中国正在控制包括稀土在内的用于制造电动汽车车及其电池以及一系列民用和军用电子产品的关键矿产根据多份报告近几个月来中国企业加大了从缅甸越南摩洛哥和刚果等地采购稀土的力度 分析人士中国可能利用稀土报复美国
1,乌克兰总统弗拉基米尔泽连斯基星期一月日说他对外交解决乌克兰与俄罗斯的战争的可能性抱持开放态度 泽连斯基愿意考虑谈判结束与俄罗斯的战争
1,美国参议院外交关系委员会主席民主党籍的马里兰州联邦参议员本卡丁星期一月日推出年香港政策法寻求更新年香港政策法正式取消依据美国法律而给予香港的特殊待遇 参院外委会主席卡丁推出法案要求正式终止香港特殊待遇给予在美港人临时保护
1,缅甸主要反政府武装组织派代表团前往中国会谈 缅甸主要少数民族反政府武装组织发言人星期一月日对法新社说该组织已派出代表团前往中国与中国政府进行会谈北京希望结束中国南部边境一带的战斗
1,澳大利亚与太平洋国家瑙鲁星期一月日签署一项里程碑式的安全条约推进堪培拉遏制中国在该地区不断增加的影响力的目标 遏制中国影响力澳大利亚与瑙鲁签订里程碑式安全协议
1,叙利亚反政府武装领导人和即将卸任的总理讨论权力移交 叙利亚反政府武装说反政府武装闪电般进军并推翻总统巴沙尔阿萨德后他们的领导人阿布穆罕默德乔拉尼星期一月日首次与即将卸任的总理会面
1,拜登总统上周安哥拉之行的亮点之一是他承诺投资数亿美元用于建设横跨非洲的铁路项目将中部非洲的铜和钴运往大西洋港口洛比托该项目之所以成为可能是因为美国国际发展金融公司承诺提供亿美元的直接贷款 美国国际发展金融公司成立五周年就全球项目与中国竞争
4,星期一月日要求联邦上诉法院禁止拜登行政当局执行可能导致这款人气旺盛的视频分享平台被禁止的法律直至美国最高法院审理该公司对这项法律提出的质疑 要求联邦上诉法院禁止执行潜在禁令直至美最高法院审理
1,如果美军将领警告的年中国攻台情景在当下发生美中之间为台湾展开的战争结果会如何美军印太司令部司令海军上将萨缪尔帕帕罗上周末在一场国防论坛中表示他对美军在台海冲突中击败中华人民共和国的能力抱有信心他指出中国对自身能力的疑虑正是其将必须战胜美国的目标设在年的原因 若年中国侵台提前上演美印太司令有信心在台海冲突赢过中国
1,以色列官员星期一月日表示以军将加大对叙利亚先进武器库存的空袭并保留在叙利亚境内的有限军事存在以便消除因巴沙尔阿萨德政府被推翻而可能引发的对以色列的威胁 以色列将加速摧毁叙利亚境内所有重型战略武器
4,年月日星期二是国际人权日周年的日子在美国的关注中国人权的组织说年中国人权侵害的范围越来越广良心犯越来越多中国的中产阶级会因为谈论经济问题或是议论中共领导人习近平被抓捕他们说中共对于异议人士的人权侵害越来越残酷良心犯和异议人士的处境是越来越艰难 国际人权日人权人士说年中国对人权的侵害范围越来越广
4,台湾军方星期一月日就中国解放军预设七块保留空域和出动大批海军舰艇和海警船疑似将首次在穿越台湾的整个第一岛链进行演习表达关切并相应升高台湾的安全警戒 中国出动艘舰船似沿整个第一岛链军演台湾保持高度警戒
1,中国当局星期一月日对全球最大的人工智能芯片制造商美国芯片巨头英伟达展开所谓的涉嫌违反中国反垄断法的反垄断调查此举将很可能被看作是对华盛顿最近采取的最新一轮芯片管控措施的报复 中国对英伟达展开报复性调查美中芯片战再升级
2,中共最高决策层星期一月日承诺要实施更加积极的财政政策和适度宽松的货币政策以刺激仍在减缓的经济强化明年的经济增长这是中国当局约年来首次放松货币政策 再为疲软经济输血中共政治局年来首次承诺放松货币政策
4,阿萨德政权倒台后叙利亚人的未来将会如何 当叙利亚人周日在首都大马士革的街道上热情跳舞欢呼时安瓦尔埃特内什耐心地坐在他的车里同时思考着未来随着巴沙尔阿萨德总统行将倒台他在周日清晨上了车驶入从家乡德拉到大马士革的道路上拥挤的交通
1,叙利亚总统巴沙尔阿萨德遭反政府武装推翻在中国成为微博热搜话题有网民翻出阿萨德去年访问中国参观杭州灵隐寺的照片嘲讽他的倒台是佛祖也保佑不了对于当时中叙两国建立战略伙伴关系也有网民质疑中国政府的投资是否又要亏了 中国战略伙伴叙利亚变天网民讽钱又要不回来了
1,推特上的中国阿萨德政权的垮台会让北京不寒而栗吗 统治了叙利亚超过二十年的阿萨德政权在过去几天里出人意料地迅速垮台作为中国在中东地区最紧密的盟友之一正在叙利亚发生的事情会给北京带来什么样的影响是不少中国事务专家在社交媒体上讨论的话题
1,聿文视界阿萨德政权垮台北京中东战略的努力受挫 统治叙利亚半个世纪之久的阿萨德家族政权在反对派武装的进攻下以摧枯拉朽之式垮台叙利亚在短短几天内就变色深层原因当然是阿萨德政权的长期统治不得人心未能给人民带来和平与繁荣以致其军队都不愿为这个腐败政权而战
5,空气中弥漫着乳香气息巴黎圣母院星期日月日举行自年毁灭性大火之后的首次弥撒这一时刻超越了宗教意义成为巴黎韧性的有力象征 灾后重生巴黎圣母院举行年大火后首次弥撒
4,教育局通报高中向旬老人泼冷水责令学校赔礼道歉组织双方调解官方责令学校向被泼水老人赔礼道歉月日有网友爆料称湖南长沙一高中工作人员半夜向睡在被窝里的两位老人泼冷水报道称这起事件源于学校与食堂承包商之间的经济纠纷对此长沙市天心区教育局月日发布情况通报称该局迅速开展调查第一时间约谈学校负责人责令学校向相关当事人赔礼道歉并组织双方调解同时公安机关已对该警情进行受理正在依法调查处理之中更多详细内容请查看原文网页链接九派新闻的微博视频 教育局通报高中向旬老人泼冷水责令学校赔礼道歉组织双方调解官方责令学校向被泼水老人赔礼道歉月日有网友爆料称湖南长沙一高中工作人员半夜向睡在被窝里的两位老人泼冷水报道称这起事件源于学校与食堂承包商之间的经济纠纷对此长沙市天心区教育局月日发布情况通报称该局迅速开展调查第一时间约谈学校负责人责令学校向相关当事人赔礼道歉并组织双方调解同时公安机关
4,评论村民开皮卡给农机打柴油被罚万罚款退了问题还没解决去年月安徽寿县农民顾先生在忙秋收时因农机没油了自己开车去加油站买了一千多元柴油自用途中被交运执法队抓住扣车并罚款万元理由是他无证运输危险品顾先生不服这个罚款申请行政复议据媒体今年月日报道知情人士告诉记者顾先生的行政复议结果下来万元退回给他了这件事情当中交运执法队不费什么劲开罚单的有可能是 评论村民开皮卡给农机打柴油被罚万罚款退了问题还没解决去年月安徽寿县农民顾先生在忙秋收时因农机没油了自己开车去加油站买了一千多元柴油自用途中被交运执法队抓住扣车并罚款万元理由是他无证运输危险品顾先生不服这个罚款申请行政复议据媒体今年月日报道知情人士告诉记者顾先生的行政复议结果下来万元退回给他了这件事情当中交运执法队不费什么劲开罚单的有可能是盯住了加油站这个点农忙季节家有农机的过来买油太正常了执法人员只要埋伏好等到顾先生从加油站一上路就可以截查他一查一个准执法部门开单撤单都有他们的一套说法可顾先生受到了实实在在的惊吓他为了交万元罚款贴上了卖稻子的一万多块剩下的都是借来的钱如果没有申请复议成功他要为这种看起来很正常的农机用油付出沉重代价这一点也不正常有人说这是对柴油这类危险品的合规管理罚款是应该的可要是真为了合规顾先生得去考个危险品运输资格证还得买个合规运油车这种所谓合规不是专门为难农民吗还有人说可以让专门油车给田间地头的农机加油这种想法是好的也确实是乡镇农机站的职责范围问题是想法很简单现实却不简单更有人说那让油站用油罐车送油到田间地头说这种话的人只怕不知道田间地头在哪吧在所谓合规的尺子下农民要符合所有合理的不合理的规定唯独农民在生产生活中形成的做法不受尊重顾先生打柴油被罚万元本质上不是合规与否的问题而是是否允许三农生产保留合情合理弹性空间的问题要是真为安全考量有关部门就应该先做好服务帮助农民以合规的方式送油进田遗憾的是一些执法者只知道教条主义拿着条文去严丝合缝地套顾先生这样的农民退了顾先生万元钱到账了可问题还没有完全解决毕竟上级部门没有交代退还罚款的理由更多详细内容请查看原文洞见计划网页链接
4,天节日假期增设为天后月平均工作时间和工资折算有变化年工资计算方式有变随着全体公民的节日假期由原来的天增设为天职工全年月平均制度工作时间以及工资折算办法未休年休假工资报酬计算方式也随之调整制度工作时间的计算年工作日天天休息日天法定节假日天季工作日天季天季月工作日天月天月工作小时数的计算以月季年的工作日乘以每日的小时日工资小时工资的折算日工资月工资收入月计薪天数小时工资月工资收入月计薪天数小时月计薪天数天天月天计算未休年休假工资报酬计算未休年休假工资报酬的日工资收入企业等单位按职工本人月工资除以月计薪天数天事业单位按职工本人全年工资收入除以全年计薪天数天进行折算职工小时工资收入按职工日工资收入除以小时进行折算更多详细内容请查看原文网页链接 天节日假期增设为天后月平均工作时间和工资折算有变化年工资计算方式有变随着全体公民的节日假期由原来的天增设为天职工全年月平均制度工作时间以及工资折算办法未休年休假工资报酬计算方式也随之调整制度工作时间的计算年工作日天天休息日天法定节假日天季工作日天季天季月工作日天月
4,医院宣传语称堕胎斩断男方祖宗血脉官方回应日前广东河源友好医院推出多个反堕胎主题宣传展板被网友拍下质疑据该网友发布的照片显示宣传文字多为堕过胎的妈妈所生第一胎之胎儿大多叛逆性强个性刚烈容易发脾气顶撞父母智商偏低体质偏弱堕胎流产斩断的是男方祖宗的血脉损伤的是男方家族的元气堕胎就是杀儿杀女月日河源友好医院接线人员回应华商报大风新闻记者称自己不太清楚此事已登记下记者咨询事项建议记者咨询相关部门有在处理中河源市卫生健康局工作人员称获悉此事后该局已连夜进行处理但具体处理措施该局不作回复建议咨询院方更多详细内容请查看原文网页链接 医院宣传语称堕胎斩断男方祖宗血脉官方回应日前广东河源友好医院推出多个反堕胎主题宣传展板被网友拍下质疑据该网友发布的照片显示宣传文字多为堕过胎的妈妈所生第一胎之胎儿大多叛逆性强个性刚烈容易发脾气顶撞父母智商偏低体质偏弱堕胎流产斩断的是男方祖宗的血脉损伤的是男方家族的元气堕胎就是杀儿杀女月日河源友好医院接线人员回应华商报大风新闻记者称自己不
4,岁自驾游阿姨苏敏回应离婚进展已支付万给男方冷静期后就自由了月日知名自驾游博主苏敏在短视频平台回应离婚手续办理进展前几天已回到老家补办了结婚证因结婚证遗失导致无法直接办理离婚手续根据法律程序需要先补办结婚证以确认婚姻关系的存在然后才能申请离婚苏敏说冷静期过后我就彻底自由了万我已经转给他男方了今年我就能过一个全新的属于自己的年谢谢大家的关心等拿到离婚证的那一天我会告诉大家苏敏一个网红自驾游博主岁阿姨自驾游也是电影出走的决心中李红的原型年秋天在郑州活了大半辈子的苏敏独自开车出逃婚姻与家庭离开丈夫女儿外孙四年间苏敏的足迹遍布大半个中国出发时的小轿车已换成了房车短视频平台的粉丝涨至近万岁阿姨自驾游成了她为人熟知的标签去年月苏敏向网友求助称她向丈夫提出离婚对方索要万在女儿和律师的调解下最终达成付给男方万元签订离婚协议苏敏称万确实不少我无非就是努力工作但我自由了不用再担惊受怕虽然对这个结果意难平但是双方如果走向法庭据律师分析苏敏的自媒体账号的所有权要分给男方一半这是她不能接受的这几年他除了跟我要钱没有过任何关心所以我也真的是心都凉透了月日苏敏告诉记者正在走第二个流程下次回郑州就可以拿到离婚证了在接受采访时苏敏曾被问到未来还会一直在路上吗她回答肯定会在路上其实我到岁我才真正地活明白现在的我只是在改造过去的苏敏希望她能从过去走出来能够活得更加恣意潇洒同时我也希望我的岁以后是活泼开朗幸福自信的女性更多详细内容请查看原文网页链接上游新闻的微博视频 岁自驾游阿姨苏敏回应离婚进展已支付万给男方冷静期后就自由了月日知名自驾游博主苏敏在短视频平台回应离婚手续办理进展前几天已回到老家补办了结婚证因结婚证遗失导致无法直接办理离婚手续根据法律程序需要先补办结婚证以确认婚姻关系的存在然后才能申请离婚苏敏说冷静期过后我就彻底自由了万我已经转给他男方了今年我就能过一个全新的属于自己的年谢谢大家的关心等拿
4,长沙一学校工作人员半夜向老人泼冷水教育局不能听供应商一面之词月日有网友爆料称湖南长沙市天心区一高中工作人员半夜向睡在被窝里的两位老人泼冷水视频发布者邵先生化姓告诉记者该事件发生在湖南长沙市创新高级中学一食堂内泼水者是该校的工作人员事件的起因系学校与食堂承包商之间的经济纠纷引发邵先生介绍其所在的餐饮公司于年月起入驻长沙市创新高级中学为学校师生提供 长沙一学校工作人员半夜向老人泼冷水教育局不能听供应商一面之词月日有网友爆料称湖南长沙市天心区一高中工作人员半夜向睡在被窝里的两位老人泼冷水视频发布者邵先生化姓告诉记者该事件发生在湖南长沙市创新高级中学一食堂内泼水者是该校的工作人员事件的起因系学校与食堂承包商之间的经济纠纷引发邵先生介绍其所在的餐饮公司于年月起入驻长沙市创新高级中学为学校师生提供食堂和超市服务并交纳了万元保证金按照合同约定学校应当按月结算餐费但截至年月日一年多来学校累计拖欠餐费约万元年月底因经费原因我们把生活餐食做差了些学校就要求我们整改停餐他们从校外订外卖给所有师生订外卖违背合约月日在教育局等相关单位组织协调下校方承诺半个月时间想办法给我们拿出支付万但到了月日一分钱没付邵先生称不仅如此如今校方还取消了他进入学校的权限自己在学校内的设备食材调料品以及超市里的商品都没来得及处理万般无奈下我在学校放月假期间背着老人亲属翻墙进入学校在不影响学生的情况下让老人睡在学校二楼食堂没想到第二天晚就被泼水了我们也是刚刚知道泼水这个情况具体情况领导也在介入了解中我这边也还不清楚拖欠款项问题协调了有几次也在推进当中这个事情领导也非常重视一直在协调跟进中学校正常上课天心区教育局相关工人员表示长沙市教育局民办教育处工作人员则表示已经接到天心区教育局相关报告刚刚知道这个情况马上跟天心区教育对接一下看看后续怎么处理泼水这个事做的肯定是不对但是深究背后既然有矛盾和纠纷原因是很复杂的不能听供应商一面之词更多详细内容请查看原文网页链接百姓关注的微博视频
4,元旦让打工人实现了上四休三国内多家公司已探索四天工作制年元旦正好赶上周三无需调休上四休三的假期模式让众多打工人迎来了一个短暂而珍贵的喘息机会很多网友表示多休了一天生活都有盼头了大家唯一的问题就是能不能一直都在周三放假实际上国内已经有不少公司开始了这方面的探索多家公司推出上四休三四天半工作制混合办公等上班模式年月日携程集团联合创始人董事局主席梁建章发表演讲时表示携程正在积极探索更加灵活的四天工作制度或者缩短工作时间张雪峰公司开会宣布将实行上二休一上二休二周三休息工资待遇不变在国外很多国家和地区也在试行四天工作制冰岛是较早进行四天工作制试验的国家有报道称冰岛的四天工作制试验获得了压倒性成功据英国媒体报道一项全世界目前为止参加人数最多的四天工作制试验在英国取得了成功在所有参与该项目的员工中没有人表示想放弃四天工作制日本东京都政府将允许其员工每周工作天以扭转日本的低出生率东京都政府的这一计划将于年月启动更多内容请查看原文网页链接 元旦让打工人实现了上四休三国内多家公司已探索四天工作制年元旦正好赶上周三无需调休上四休三的假期模式让众多打工人迎来了一个短暂而珍贵的喘息机会很多网友表示多休了一天生活都有盼头了大家唯一的问题就是能不能一直都在周三放假实际上国内已经有不少公司开始了这方面的探索多家公司推出上四休三四天半工作制混合办公等上班模式年月日携程集团
4,独家年轻人抢占酒店洗衣房大学生寝室合伙开钟点房洗衣服上班族一次在酒店洗袋衣服今年上半年开始越来越多的年轻人开始抢占酒店洗衣房有大学生寝室合伙开钟点房洗衣服也有人瞒着父母不回家去酒店开房洗衣顺便享受一个人的空间对于一些已经工作的年轻人来说去酒店洗衣服已经成为一种生活方式李桐在上海读研每逢雨季李桐对潮湿的天气都十分头疼宿舍只有一个封闭的小阳台每次晒完衣服之后她都觉得粘粘的浑身不舒服往年她冬天的大件衣服都是寄回家让爸妈送到干洗店去洗再寄回来既麻烦父母又浪费邮费后来刷到有关酒店商用洗衣机的介绍她就决定去酒店洗衣服像李桐一样去酒店洗衣服的大学生不在少数一个杭州女生在学校附近酒店洗了三年衣服每逢梅雨季开一个块小时的钟点房整个寝室都去洗洗好衣服后排队洗澡等烘干的时候还可以看会电视大部分普通出租房只附带有基础功能的洗衣机如果自己花钱买烘干机搬家也会变成麻烦上班族小林住在广州为了应对潮湿天气他一直在酒店洗衣服每次洗衣服分秒必争元小时的钟点房他大概从家里带袋衣服床单羽绒服棉衣加起来大约件在年轻人酒店洗衣概念火起来之前他的洗衣生活已经持续了六年对于租房的年轻人来说酒店洗衣也是生活里仪式感的契机杭州的孔桃使用了更浪漫的一种描述模拟旅行毕业后孔桃从事工作她的出租房有一台小的波轮洗衣机洗不动大的毛毯而且出租房的热水总是太小她没法洗上那种水流很大很畅快的热水澡偶然一次旅游接触到酒店洗衣后她把住酒店洗衣服规划进了她生活的一部分每次去酒店孔桃双肩包放上洗漱用品和洗澡装备拉一个寸行李箱里面装上换季的四件套或是一些普通洗衣机没法处理的真丝羊绒制品这场旅行就此开始洞见计划更多内容请查看原文网页链接 独家年轻人抢占酒店洗衣房大学生寝室合伙开钟点房洗衣服上班族一次在酒店洗袋衣服今年上半年开始越来越多的年轻人开始抢占酒店洗衣房有大学生寝室合伙开钟点房洗衣服也有人瞒着父母不回家去酒店开房洗衣顺便享受一个人的空间对于一些已经工作的年轻人来说去酒店洗衣服已经成为一种生活方式李桐在上海读研每逢雨季李桐对潮湿的天气都十分头疼宿舍只有一个封闭的小阳台每次晒完
5,年史上最热系多国有记录以来最热一年刚过去的年成为了有记录以来最热的一年中国天气网的消息称年全国平均气温较常年同期偏高是年有完整观测记录以来最暖的一年德国气象局表示年是德国自年开始在全国范围内开展天气数据测量以来最热的一年印度气象部门发布消息称年成为印度自年以来最炎热的一年全年地 年史上最热系多国有记录以来最热一年刚过去的年成为了有记录以来最热的一年中国天气网的消息称年全国平均气温较常年同期偏高是年有完整观测记录以来最暖的一年德国气象局表示年是德国自年开始在全国范围内开展天气数据测量以来最热的一年印度气象部门发布消息称年成为印度自年以来最炎热的一年全年地表平均气温比年至年期间的平均水平高出摄氏度年极端天气席卷全球意大利和南美遭遇严重干旱尼泊尔苏丹和欧洲遭遇致命洪水墨西哥马里和沙特阿拉伯遭遇热浪造成数千人死亡美国和菲律宾遭遇灾难性飓风科学研究已经证实人为造成的气候变暖和这些灾难的发生有关更多内容请查看原文网页链接
4,全国各地频现俄罗斯商超店里面的商品真的姓俄吗近日俄罗斯商品馆在全国不少地方如雨后春笋般涌现这些商超店以俄罗斯风情为特色吸引了大量消费者记者走访发现店铺内商品种类繁多巧克力奶制品肉制品蜂蜜酒水从日用品到食物饮品一应俱全商品包装背面均贴有中文标签部分商品原产地确为俄罗斯但不少商品产地则是中国黑龙江山东广东等地记者以咨询加盟的身份联系了俄比熊一位招商经理 全国各地频现俄罗斯商超店里面的商品真的姓俄吗近日俄罗斯商品馆在全国不少地方如雨后春笋般涌现这些商超店以俄罗斯风情为特色吸引了大量消费者记者走访发现店铺内商品种类繁多巧克力奶制品肉制品蜂蜜酒水从日用品到食物饮品一应俱全商品包装背面均贴有中文标签部分商品原产地确为俄罗斯但不少商品产地则是中国黑龙江山东广东等地记者以咨询加盟的身份联系了俄比熊一位招商经理她告诉记者一般门店的销售产品是中国越南泰国产品是俄国产品至于为什么会有国货该招商经理的解释是因为食品有效期的限制而牛羊肉制品俄罗斯是不允许出口的另外一家俄罗斯进口商品馆的店员王先生告诉记者馆里的巧克力饼干麦片蜂蜜大部分酒类等耐存储商品是纯进口俄货至于大列巴肉肠部分奶粉豆浆粉曲奇饼干等商品因不耐储基本都是国产产品江苏金协和律师事务所执行主任常璇表示如果店面宣传明确写明为原装进口诱导消费者进行购买最终导致消费者抱持着购买进口产品的预期买到了国产商品与消费者预期不符从而造成损失结果商家的行为构成故意传播虚假信息或隐瞒真相的欺诈消费者行为应当对消费者遭受的损失予以赔偿赔偿金额为消费者购买商品的价款或接受服务费用的三倍更多内容请查看原文网页链接
4,跨年夜在人群中对气球放烟花男子被采取刑事强制措施警方通报一男子跨年夜人群里点烟花今日一则男子在人群中对着空中放飞气球点燃烟花的视频在互联网传播经核实系杭州市公安局上城区分局立案侦查的一起刑事案件月日时许李某男岁为博取眼球在湖滨步行街人群放飞气球期间不顾旁人劝阻点燃随身携带的烟花向空中喷射执勤民警第一时间将李某控制并对烟花予以收缴现场无人员受伤 跨年夜在人群中对气球放烟花男子被采取刑事强制措施警方通报一男子跨年夜人群里点烟花今日一则男子在人群中对着空中放飞气球点燃烟花的视频在互联网传播经核实系杭州市公安局上城区分局立案侦查的一起刑事案件月日时许李某男岁为博取眼球在湖滨步行街人群放飞气球期间不顾旁人劝阻点燃随身携带的烟花向空中喷射执勤民警第一时间将李某控制并对烟花予以收缴现场无人员受伤犯罪嫌疑人李某现已被公安机关依法采取刑事强制措施目前案件正在进一步办理中更多内容请查看原文网页链接杭州日报的微博视频
4,跨年夜摆摊售卖气球有人一晚收入持平月薪成都跨年夜有人卖气球收入元伴随着年的钟声敲响在成都双子塔下欢呼的人群放飞了手中写着新年愿望的气球张雨霏也清理好摊位上的东西准备归家拿出账单这一晚售卖气球的收入元已和她一个月的工资持平我提供马克笔写新年愿望还
2,全球富豪强年财富总额突破万亿美元马斯克领衔全球最富人净资产达万亿美元年全球位富豪的财富大幅增加在埃隆马斯克马克扎克伯格和黄仁勋的带领下这群亿万富翁迈向新的里程碑总资产净值达到万亿美元美国科技股的强劲上涨对这三人的财富增长起到了关键作用此外拉里埃里森杰夫贝佐斯迈克尔戴尔以及谷歌联合创始人拉里佩奇和谢尔盖布林的财富也同样增长迅猛仅这八位科技巨头年的财富就增加了多亿美元占彭博亿万富豪指数追踪的人增加的万亿美元资产的更多详细内容请查看原文网页链接 全球富豪强年财富总额突破万亿美元马斯克领衔全球最富人净资产达万亿美元年全球位富豪的财富大幅增加在埃隆马斯克马克扎克伯格和黄仁勋的带领下这群亿万富翁迈向新的里程碑总资产净值达到万亿美元美国科技股的强劲上涨对这三人的财富增长起到了关键作用此外拉里埃里森杰夫贝佐斯迈克尔戴尔以及谷歌联合创始人拉里佩奇和谢尔盖布林
4,广东多家医院年分娩量刷新纪录高龄产妇逐年增多年年底广东多家医院陆续发布年分娩数据数据显示出生人口连续六年位居全国第一的广东部分地区和医院分娩量正刷新纪录广东省妇幼保健院副院长刘风华透露开放三孩政策加之龙年生龙子的观念在一定程度上刺激了公众的生育意愿年上半年广东全省住院分娩活产数同比增长了广州市卫健委透露年广州市分娩量总体呈正增长具体数据还在统计中作为国家区域儿童中心连续年广州第一产房的广州医科大学附属妇女儿童医疗中心的分娩量可作为广州出生人口风向标院方告诉记者年该中心珠江新城院区妇婴院区增城院区三个提供助产服务的院区相加总分娩量已超过万接近近年该院最高峰是二孩高峰过后的高位专家指出随着分娩量增加高龄产妇也出现逐年增多趋势这为产科以及预防出生缺陷带来一定挑战预产期年龄达到及超过岁的孕妇定义为高龄孕妇高龄孕妇分娩风险增大不仅仅是胎儿异常染色体风险增高孕期并发症和合并症加重会危及母婴生命广东省生殖医院产科负责人彭军提醒高龄产妇定期产检很必要建议做产前诊断或者胎儿染色体非整倍体母亲血清学筛查同时积极跟医生配合合理度过孕期安全度过分娩期和产褥期更多详细内容请查看原文网页链接 广东多家医院年分娩量刷新纪录高龄产妇逐年增多年年底广东多家医院陆续发布年分娩数据数据显示出生人口连续六年位居全国第一的广东部分地区和医院分娩量正刷新纪录广东省妇幼保健院副院长刘风华透露开放三孩政策加之龙年生龙子的观念在一定程度上刺激了公众的生育意愿年上半年广东全省住院分娩活产数同比增长了广州市卫健委透露年广州市分
4,法治日报室内禁烟应成共识近日演员徐娇劝阻男子餐厅内抽烟被抢手机引发热烈讨论不少网友表示在室内公共场所苦二手烟久矣室内抽烟就算没有明文规定的地区也应当有基本礼貌室内公共场所吸烟强迫身边的人抽二手烟也有一些人认为在没有张贴禁止吸烟标志的场合中为什么不能抽烟法治日报记者查阅公开资料发现年月原卫生部公布修订后的公共场所卫生管理条 法治日报室内禁烟应成共识近日演员徐娇劝阻男子餐厅内抽烟被抢手机引发热烈讨论不少网友表示在室内公共场所苦二手烟久矣室内抽烟就算没有明文规定的地区也应当有基本礼貌室内公共场所吸烟强迫身边的人抽二手烟也有一些人认为在没有张贴禁止吸烟标志的场合中为什么不能抽烟法治日报记者查阅公开资料发现年月原卫生部公布修订后的公共场所卫生管理条例实施细则中明确规定室内公共场所禁止吸烟公共场所经营者应当设置醒目的禁止吸烟警语和标志饭店等场所属于室内公共场所多地也陆续出台地方性法规条例等明确室内公共场所禁烟不少饭店宾馆等室内公共场所也在显著位置贴有禁烟标识中国法学会行政法学研究会理事陈猛认为室内公共场所禁烟很有必要能够有效预防肺癌和其他严重呼吸系统等致命疾病保护公众健康可显著减少室内空气中细颗粒物和其他有毒物质的浓度提升环境质量未熄灭的烟蒂是引发火灾的重要因素之一尤其在易燃环境中更为危险倡导室内公共场所无烟也是尊重他人健康权利的社会价值观的体现陈猛表示虽然有相关规定但当前我国尚无全国性的专门控烟法律法规控烟法条散见于未成年人保护法烟草专卖法基本医疗卫生与健康促进法等法律中控烟立法主要以地区性立法为主由于各地制定法规标准不一致这导致了各地在禁烟范围执法标准和处罚措施上的不统一影响了政策的一致性和有效性建议尽快完善立法制定一部专门的全国性控烟法律法规统一各地的禁烟标准和执法尺度陈猛说由国家卫生健康委员会制定的健康中国行动年中提出到年全面无烟法规保护的人口比例达到及以上在陈猛看来想要实现这一目标须严格落实室内禁烟规定但目前还面临诸多挑战个人自由与公共健康的冲突部分吸烟者认为只要自己愿意承担健康风险那么选择吸烟就是个人自由的一部分其并未能充分意识到吸烟行为对周围人群权利已构成了侵害当个人的行为开始危害他人时这种自由就应当受到限制室内场所经营者的经营顾虑在公共场所实施禁烟政策时存在一些场所经营者出于商业利益考虑而不愿严格执行相关规定的情况特别是对于一些小型商铺或者个体经营者而言与顾客建立良好的关系尤为重要因此即使知道应该劝阻吸烟行为但为了避免冲突或保持良好氛围往往会选择睁一只眼闭一只眼室内场所经营者的管理成本矛盾为了保证禁烟规定的有效性各个公共场所必须投入相应的人力和物力资源来进行管理和监督无论是从经济角度还是操作层面来看落实禁烟措施都是一项复杂且耗时耗资不菲的工作专家认为严格的室内禁烟规定并非要制造吸烟人群和不吸烟人群之间的对立而是致力于打造一个更加和谐健康清朗的社会公共环境更多详细内容请查看原文网页链接
